Quantify Compound Summary Report 

Printed Wed Oct 16 10:34:44 2024

Compound 1:  IS_LPC_17:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
13	13	EC72_Lipidomics_000107	0.000	6.33	766.904		766.904	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	6.34	904.595		904.595	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	6.35	347.373		347.373	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.34	417.250		417.250	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	6.35	462.138		462.138	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.34	570.466		570.466	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.34	472.466		472.466	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.34	538.961		538.961	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	6.22	1.188		1.188	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	6.46	1.773		1.773	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	6.28	0.688		0.688	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000						Solvent
22	22	EC72_Lipidomics_000116	0.000	6.23	0.359		0.359	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	6.29	0.170		0.170	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	6.34	0.307		0.307	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000						Solvent
42	42	EC72_Lipidomics_000136	0.000	6.36	0.120		0.120	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	6.25	0.734		0.734	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	6.44	0.695		0.695	bb	Solvent

Compound 43:  PC 38:5_2

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.70	365.340		365.340	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	6.69	247.030		247.030	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	6.69	864.605		864.605	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	6.70	326.845		326.845	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	6.67	231.454		231.454	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	6.69	134.118		134.118	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	6.70	175.423		175.423	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	6.70	131.529		131.529	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	6.69	337.028		337.028	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	6.70	238.381		238.381	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	6.69	228.330		228.330	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	6.68	787.313		787.313	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	6.70	337.685		337.685	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	6.69	385.806		385.806	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	6.69	344.015		344.015	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	6.69	325.621		325.621	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	6.69	332.085		332.085	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	6.69	444.691		444.691	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	6.69	472.138		472.138	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	6.69	349.047		349.047	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	6.68	323.990		323.990	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	6.69	463.457		463.457	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	6.69	470.079		470.079	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	6.69	306.670		306.670	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	6.69	199.041		199.041	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	6.70	301.782		301.782	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	6.69	407.863		407.863	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	6.70	620.814		620.814	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	6.70	1114.610		1114.610	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	6.69	625.358		625.358	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	6.70	427.587		427.587	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	6.68	349.269		349.269	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	6.69	522.343		522.343	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	6.71	213.887		213.887	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.69	230.453		230.453	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	6.70	321.099		321.099	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.70	184.951		184.951	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.69	216.929		216.929	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.69	250.002		250.002	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	6.73	1.274		1.274	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	6.68	0.106		0.106	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	6.60	1.064		1.064	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000						Solvent
22	22	EC72_Lipidomics_000116	0.000	6.77	1.791		1.791	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	6.84	0.394		0.394	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	6.65	0.160		0.160	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000						Solvent
42	42	EC72_Lipidomics_000136	0.000	6.73	0.600		0.600	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000						Solvent
50	50	EC72_Lipidomics_000144	0.000						Solvent

Compound 44:  PC 39:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.26	91.312		91.312	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	6.25	37.593		37.593	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	6.26	130.730		130.730	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	6.26	142.040		142.040	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	6.23	85.304		85.304	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	6.25	59.932		59.932	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	6.27	111.542		111.542	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	6.25	60.103		60.103	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	6.26	119.600		119.600	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	6.26	140.277		140.277	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	6.25	74.447		74.447	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	6.25	926.975		926.975	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	6.26	163.601		163.601	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	6.25	132.644		132.644	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	6.26	109.414		109.414	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	6.25	101.846		101.846	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	6.25	133.691		133.691	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	6.27	115.701		115.701	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	6.23	80.127		80.127	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	6.23	84.487		84.487	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	6.23	74.374		74.374	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	6.26	194.998		194.998	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	6.26	208.003		208.003	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	6.25	220.879		220.879	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	6.26	53.865		53.865	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	6.27	69.577		69.577	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	6.22	113.254		113.254	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	6.26	140.924		140.924	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	6.27	301.725		301.725	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	6.25	174.370		174.370	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	6.26	195.471		195.471	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	6.25	219.266		219.266	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	6.26	126.062		126.062	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	6.28	58.867		58.867	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.25	64.056		64.056	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	6.26	112.043		112.043	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.27	71.174		71.174	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.25	86.255		86.255	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.26	90.447		90.447	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	6.39	0.468		0.468	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	6.50	1.985		1.985	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	6.19	1.992		1.992	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	6.37	0.018		0.018	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	6.32	2.355		2.355	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	6.62	1.241		1.241	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000						Solvent
40	40	EC72_Lipidomics_000134	0.000	6.27	0.682		0.682	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	6.32	0.119		0.119	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	6.48	0.276		0.276	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	6.23	0.897		0.897	bb	Solvent

Compound 45:  PC 40:5

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.74	78.215		78.215	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	6.73	54.061		54.061	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	6.76	153.986		153.986	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	6.74	104.848		104.848	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	6.71	56.309		56.309	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000						POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	6.76	96.572		96.572	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	6.75	70.964		70.964	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	6.74	109.514		109.514	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	6.76	77.172		77.172	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	6.70	63.658		63.658	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	6.72	672.436		672.436	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000						POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	6.72	92.176		92.176	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	6.71	100.587		100.587	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	6.76	87.691		87.691	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	6.71	87.286		87.286	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	6.74	135.219		135.219	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	6.72	127.414		127.414	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	6.72	100.510		100.510	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	6.69	83.960		83.960	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	6.71	107.881		107.881	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	6.72	146.252		146.252	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	6.78	113.885		113.885	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	6.76	76.634		76.634	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	6.76	115.504		115.504	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	6.76	165.843		165.843	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	6.78	231.160		231.160	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	6.78	325.596		325.596	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	6.76	206.298		206.298	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	6.76	110.674		110.674	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	6.72	156.582		156.582	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	6.76	146.145		146.145	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	6.78	366.687		366.687	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.73	54.613		54.613	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	6.75	78.143		78.143	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.72	103.903		103.903	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.76	72.284		72.284	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.74	87.040		87.040	bb	Pool
2	2	EC72_Lipidomics_000096	0.000						Solvent
10	10	EC72_Lipidomics_000104	0.000						Solvent
12	12	EC72_Lipidomics_000106	0.000	6.93	0.310		0.310	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000						Solvent
22	22	EC72_Lipidomics_000116	0.000						Solvent
30	30	EC72_Lipidomics_000124	0.000						Solvent
32	32	EC72_Lipidomics_000126	0.000						Solvent
40	40	EC72_Lipidomics_000134	0.000						Solvent
42	42	EC72_Lipidomics_000136	0.000						Solvent
48	48	EC72_Lipidomics_000142	0.000						Solvent
50	50	EC72_Lipidomics_000144	0.000						Solvent

Compound 46:  PC 40:6

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.42	225.692		225.692	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	6.43	168.689		168.689	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	6.42	325.916		325.916	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	6.43	300.068		300.068	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	6.39	205.321		205.321	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	6.42	215.417		215.417	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	6.42	318.433		318.433	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	6.44	261.920		261.920	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	6.39	223.804		223.804	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	6.43	275.774		275.774	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	6.43	199.186		199.186	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	6.43	1382.627		1382.627	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	6.42	405.421		405.421	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	6.42	362.348		362.348	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	6.43	329.904		329.904	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	6.39	233.672		233.672	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	6.43	357.721		357.721	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	6.43	372.130		372.130	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	6.44	348.710		348.710	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	6.43	379.533		379.533	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	6.40	249.664		249.664	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	6.40	363.339		363.339	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	6.42	403.905		403.905	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	6.43	329.301		329.301	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	6.43	162.253		162.253	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	6.44	271.859		271.859	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	6.67	80.863		80.863	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	6.42	420.470		420.470	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	6.43	595.483		595.483	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	6.39	395.181		395.181	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	6.43	360.989		360.989	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	6.39	366.613		366.613	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	6.42	442.143		442.143	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	6.43	171.245		171.245	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.42	150.408		150.408	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	6.40	207.454		207.454	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.42	233.643		233.643	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.42	226.503		226.503	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.43	223.416		223.416	bb	Pool
2	2	EC72_Lipidomics_000096	0.000						Solvent
10	10	EC72_Lipidomics_000104	0.000						Solvent
12	12	EC72_Lipidomics_000106	0.000						Solvent
20	20	EC72_Lipidomics_000114	0.000						Solvent
22	22	EC72_Lipidomics_000116	0.000						Solvent
30	30	EC72_Lipidomics_000124	0.000						Solvent
32	32	EC72_Lipidomics_000126	0.000						Solvent
40	40	EC72_Lipidomics_000134	0.000						Solvent
42	42	EC72_Lipidomics_000136	0.000						Solvent
48	48	EC72_Lipidomics_000142	0.000						Solvent
50	50	EC72_Lipidomics_000144	0.000						Solvent

Compound 47:  PC 40:7

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.26	91.312		91.312	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	6.25	37.593		37.593	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	6.26	130.730		130.730	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	6.26	134.181		134.181	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	6.23	73.615		73.615	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	6.25	59.932		59.932	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	6.27	111.542		111.542	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	6.25	53.316		53.316	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	6.26	78.879		78.879	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	6.26	116.751		116.751	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	6.25	74.447		74.447	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	6.25	926.975		926.975	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	6.26	124.926		124.926	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	6.25	132.644		132.644	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	6.26	94.697		94.697	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	6.25	73.574		73.574	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	6.25	133.691		133.691	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	6.27	71.521		71.521	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	6.23	80.127		80.127	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	6.23	42.392		42.392	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	6.23	74.374		74.374	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	6.26	194.998		194.998	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	6.26	208.003		208.003	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	6.25	179.149		179.149	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	6.26	53.865		53.865	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	6.27	69.577		69.577	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	6.22	102.148		102.148	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	6.26	138.944		138.944	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	6.27	301.725		301.725	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	6.25	154.672		154.672	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	6.26	182.683		182.683	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	6.25	142.310		142.310	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	6.26	126.062		126.062	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	6.28	37.635		37.635	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.25	64.056		64.056	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	6.26	96.787		96.787	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.27	61.903		61.903	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.25	71.265		71.265	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.26	68.779		68.779	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	6.19	0.668		0.668	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	6.30	0.802		0.802	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	6.19	0.954		0.954	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	6.17	0.914		0.914	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	6.32	0.743		0.743	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000						Solvent
32	32	EC72_Lipidomics_000126	0.000	6.26	0.865		0.865	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	6.27	0.994		0.994	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	6.19	0.083		0.083	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	6.25	0.150		0.150	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000						Solvent

Compound 48:  PC-plasm 34:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.89	452.228		452.228	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	6.89	348.387		348.387	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	6.89	730.158		730.158	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	6.89	519.309		519.309	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	6.87	313.794		313.794	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	6.90	288.309		288.309	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	6.89	469.520		469.520	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	6.89	531.856		531.856	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	6.89	463.426		463.426	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	6.89	562.165		562.165	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	6.89	413.031		413.031	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	6.89	3536.301		3536.301	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	6.89	781.370		781.370	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	6.89	672.251		672.251	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	6.89	681.476		681.476	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	6.89	539.604		539.604	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	6.89	711.765		711.765	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	6.89	786.064		786.064	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	6.89	762.041		762.041	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	6.89	718.620		718.620	bb	POS_072-145_0然_24
