From	To
IF4E_HUMAN	ENSG00000151247.13
SEP15_HUMAN	ENSG00000183291.18
GIMA7_HUMAN	ENSG00000179144.5
CAMLG_HUMAN	ENSG00000164615.6
APOH_HUMAN	ENSG00000091583.11
PPIL3_HUMAN	ENSG00000240344.10
H7BXI1_HUMAN	ENSG00000117868.18
A0A3B3IT31_HUMAN	ENSG00000168216.13
A0A2C9F2R7_HUMAN	ENSG00000075539.15
RALA_HUMAN	ENSG00000006451.8
UBA3_HUMAN	ENSG00000144744.18
NDUS3_HUMAN	ENSG00000213619.11
K7ERZ8_HUMAN	ENSG00000125740.15
SPC25_HUMAN	ENSG00000152253.9
SPC25_HUMAN	ENSG00000277909.4
CDK12_HUMAN	ENSG00000167258.16
EXOC3_HUMAN	ENSG00000180104.16
ADA_HUMAN	ENSG00000196839.14
ZFY21_HUMAN	ENSG00000100711.14
SEP11_HUMAN	ENSG00000138758.12
ASF1A_HUMAN	ENSG00000111875.8
ITB2_HUMAN	ENSG00000160255.19
NACAM_HUMAN	ENSG00000196531.14
SPAG1_HUMAN	ENSG00000104450.13
RAB5C_HUMAN	ENSG00000108774.15
RASN_HUMAN	ENSG00000213281.5
YIPF5_HUMAN	ENSG00000145817.17
TAP1_HUMAN	ENSG00000168394.13
TAP1_HUMAN	ENSG00000206297.7
TAP1_HUMAN	ENSG00000226173.4
TAP1_HUMAN	ENSG00000227816.4
TAP1_HUMAN	ENSG00000230705.4
TAP1_HUMAN	ENSG00000224212.4
TAP1_HUMAN	ENSG00000232367.5
RTN3_HUMAN	ENSG00000133318.14
BRD3_HUMAN	ENSG00000169925.17
A0A140TA44_HUMAN	ENSG00000206340.10
RPC4_HUMAN	ENSG00000168495.13
LSM7_HUMAN	ENSG00000130332.15
FXR2_HUMAN	ENSG00000129245.13
ITA3_HUMAN	ENSG00000005884.18
ACOHC_HUMAN	ENSG00000122729.19
P3IP1_HUMAN	ENSG00000100100.14
UTP6_HUMAN	ENSG00000108651.10
RFA2_HUMAN	ENSG00000117748.10
FKB14_HUMAN	ENSG00000106080.11
T3HPD_HUMAN	ENSG00000126790.12
VPS4B_HUMAN	ENSG00000119541.10
J3KPH8_HUMAN	ENSG00000061273.18
H0YME5_HUMAN	ENSG00000128829.12
THIC_HUMAN	ENSG00000120437.9
RFTN2_HUMAN	ENSG00000162944.11
RDH14_HUMAN	ENSG00000240857.2
TMED2_HUMAN	ENSG00000086598.11
ARFRP_HUMAN	ENSG00000101246.20
LCMT1_HUMAN	ENSG00000205629.12
AP1G2_HUMAN	ENSG00000213983.12
A0A7I2V3F3_HUMAN	ENSG00000115053.17
ANR50_HUMAN	ENSG00000151458.12
SMUF1_HUMAN	ENSG00000198742.10
SYTC_HUMAN	ENSG00000113407.14
ARP19_HUMAN	ENSG00000128989.11
IMA4_HUMAN	ENSG00000102753.10
ASAP2_HUMAN	ENSG00000151693.11
CWC27_HUMAN	ENSG00000153015.17
SODC_HUMAN	ENSG00000142168.15
A0A3B3ISK2_HUMAN	ENSG00000117139.18
A0A087X1N8_HUMAN	ENSG00000124570.21
VDAC3_HUMAN	ENSG00000078668.14
LY75_HUMAN	ENSG00000054219.11
SIL1_HUMAN	ENSG00000120725.13
CND1_HUMAN	ENSG00000010292.13
C9JA28_HUMAN	ENSG00000114850.7
FA98A_HUMAN	ENSG00000119812.20
E9PRJ8_HUMAN	ENSG00000110651.13
E9PNB3_HUMAN	ENSG00000175274.19
DNJA1_HUMAN	ENSG00000086061.16
TXTP_HUMAN	ENSG00000100075.10
K22E_HUMAN	ENSG00000172867.4
E7ERS3_HUMAN	ENSG00000158545.16
A0A0U1RRL8_HUMAN	ENSG00000006282.22
MICU2_HUMAN	ENSG00000165487.14
YES_HUMAN	ENSG00000176105.14
YIPF6_HUMAN	ENSG00000181704.12
SHLB1_HUMAN	ENSG00000097033.15
PSA4_HUMAN	ENSG00000041357.16
UBE2Z_HUMAN	ENSG00000159202.18
F8VRH0_HUMAN	ENSG00000197111.16
G3V4G9_HUMAN	ENSG00000258728.2
ZN346_HUMAN	ENSG00000113761.12
RWD2B_HUMAN	ENSG00000156253.7
RWD2B_HUMAN	ENSG00000291523.1
A0A0C4DFP4_HUMAN	ENSG00000151092.18
SWP70_HUMAN	ENSG00000133789.15
RM32_HUMAN	ENSG00000106591.4
S5FZ81_HUMAN	ENSG00000130024.15
PML_HUMAN	ENSG00000140464.20
KISHA_HUMAN	ENSG00000174695.10
TM87A_HUMAN	ENSG00000103978.17
LA_HUMAN	ENSG00000138385.16
TR150_HUMAN	ENSG00000054118.15
RM49_HUMAN	ENSG00000149792.9
WDR12_HUMAN	ENSG00000138442.11
OSBL8_HUMAN	ENSG00000091039.17
ANGP2_HUMAN	ENSG00000091879.14
PCSK5_HUMAN	ENSG00000099139.14
AT1A2_HUMAN	ENSG00000018625.15
EXOC1_HUMAN	ENSG00000090989.18
DPP9_HUMAN	ENSG00000142002.19
RBM10_HUMAN	ENSG00000182872.16
SCOC_HUMAN	ENSG00000153130.18
A0A2R8Y5J0_HUMAN	ENSG00000111642.16
XPO2_HUMAN	ENSG00000124207.17
LEG8_HUMAN	ENSG00000116977.19
DHE3_HUMAN	ENSG00000148672.10
SYFB_HUMAN	ENSG00000116120.11
A0A7P0T9D8_HUMAN	ENSG00000213995.12
Q5JXI8_HUMAN	ENSG00000022267.19
M0R0I5_HUMAN	ENSG00000088247.19
A0A5F9ZHW5_HUMAN	ENSG00000204842.18
WDR11_HUMAN	ENSG00000120008.16
A0A0J9YW33_HUMAN	ENSG00000166900.17
SRSF3_HUMAN	ENSG00000112081.17
A0A024R4K9_HUMAN	ENSG00000189077.11
IF2P_HUMAN	ENSG00000158417.12
ELOA1_HUMAN	ENSG00000011007.13
C9JJ19_HUMAN	ENSG00000074071.15
TXND5_HUMAN	ENSG00000239264.9
KIFC1_HUMAN	ENSG00000204197.9
KIFC1_HUMAN	ENSG00000237649.8
KIFC1_HUMAN	ENSG00000233450.7
HGNAT_HUMAN	ENSG00000165102.15
S10A6_HUMAN	ENSG00000197956.10
ATPD_HUMAN	ENSG00000099624.8
CO3_HUMAN	ENSG00000125730.18
YAP1_HUMAN	ENSG00000137693.14
PNPH_HUMAN	ENSG00000198805.13
PNPH_HUMAN	ENSG00000291814.1
TCPD_HUMAN	ENSG00000115484.15
NDUAD_HUMAN	ENSG00000186010.19
YKT6_HUMAN	ENSG00000106636.9
RPAP3_HUMAN	ENSG00000005175.10
H0YNT2_HUMAN	ENSG00000140332.18
VPS18_HUMAN	ENSG00000104142.11
CSN4_HUMAN	ENSG00000138663.9
AP1G1_HUMAN	ENSG00000166747.13
NHP2_HUMAN	ENSG00000145912.10
K7EPR5_HUMAN	ENSG00000108946.17
STAG1_HUMAN	ENSG00000118007.13
A0A0G2JH67_HUMAN	ENSG00000206513.2
A0A0G2JH67_HUMAN	ENSG00000226898.2
A0A0G2JH67_HUMAN	ENSG00000224654.2
A0A2P0CTB1_HUMAN	ENSG00000275125.4
CCD47_HUMAN	ENSG00000108588.15
UBE2K_HUMAN	ENSG00000078140.14
DDX23_HUMAN	ENSG00000174243.11
Q5VW27_HUMAN	ENSG00000147862.18
PEX3_HUMAN	ENSG00000034693.15
AKT3_HUMAN	ENSG00000117020.19
AKT3_HUMAN	ENSG00000275199.4
A0A2R8Y7S2_HUMAN	ENSG00000127616.22
F5H0U5_HUMAN	ENSG00000139433.11
TIGAR_HUMAN	ENSG00000078237.7
TOIP1_HUMAN	ENSG00000143337.19
GARS_HUMAN	ENSG00000106105.15
J3KR97_HUMAN	ENSG00000141556.22
SAHH3_HUMAN	ENSG00000158467.17
A0A2R8Y7R2_HUMAN	ENSG00000244734.4
PPIE_HUMAN	ENSG00000084072.17
SDHA_HUMAN	ENSG00000073578.18
MIPEP_HUMAN	ENSG00000027001.10
DMAP1_HUMAN	ENSG00000178028.14
DHX9_HUMAN	ENSG00000135829.17
STR3N_HUMAN	ENSG00000010270.14
PFD1_HUMAN	ENSG00000113068.10
PSA2_HUMAN	ENSG00000106588.12
J3QS48_HUMAN	ENSG00000129255.16
SFPQ_HUMAN	ENSG00000116560.12
A0A494C1F2_HUMAN	ENSG00000126883.19
A0A087WX15_HUMAN	ENSG00000144596.13
TPP1_HUMAN	ENSG00000166340.18
GBP2_HUMAN	ENSG00000162645.13
POSTN_HUMAN	ENSG00000133110.15
SPTC2_HUMAN	ENSG00000100596.8
C9JQD4_HUMAN	ENSG00000171960.12
GIT1_HUMAN	ENSG00000108262.16
STX8_HUMAN	ENSG00000170310.15
A0A2R8Y7X5_HUMAN	ENSG00000103197.20
A0A7P0Z4F1_HUMAN	ENSG00000111331.14
A0A075B749_HUMAN	ENSG00000178104.22
DOCK5_HUMAN	ENSG00000147459.18
IMP3_HUMAN	ENSG00000177971.9
A0A0C4DG91_HUMAN	ENSG00000172113.10
TSSC4_HUMAN	ENSG00000184281.15
A0A0A0MQR2_HUMAN	ENSG00000022277.13
RIC8B_HUMAN	ENSG00000111785.21
MTMR5_HUMAN	ENSG00000100241.22
GSLG1_HUMAN	ENSG00000090863.12
K7EL74_HUMAN	ENSG00000062716.13
XPP1_HUMAN	ENSG00000108039.18
A0A3B3ITP2_HUMAN	ENSG00000168216.13
A0A7P0Z4A5_HUMAN	ENSG00000130340.17
CISD2_HUMAN	ENSG00000145354.12
PEAK1_HUMAN	ENSG00000173517.11
NSMA3_HUMAN	ENSG00000136699.20
NSMA3_HUMAN	ENSG00000292130.1
H0YKJ9_HUMAN	ENSG00000140391.15
SCAM2_HUMAN	ENSG00000140497.16
DDX50_HUMAN	ENSG00000107625.14
G5EA36_HUMAN	ENSG00000004897.12
ZO1_HUMAN	ENSG00000104067.17
ZO1_HUMAN	ENSG00000277401.4
AKTS1_HUMAN	ENSG00000204673.11
H0YDJ9_HUMAN	ENSG00000110651.13
G5E994_HUMAN	ENSG00000148358.21
PPM1B_HUMAN	ENSG00000138032.21
P33MX_HUMAN	ENSG00000122203.15
ZN428_HUMAN	ENSG00000131116.12
PP1R7_HUMAN	ENSG00000115685.15
PRAG1_HUMAN	ENSG00000275342.6
ATP4A_HUMAN	ENSG00000105675.9
CDK2_HUMAN	ENSG00000123374.11
A0A1W2PRL5_HUMAN	ENSG00000089818.18
PDCD4_HUMAN	ENSG00000150593.18
A0A7I2V508_HUMAN	ENSG00000204463.14
DHX16_HUMAN	ENSG00000204560.10
DHX16_HUMAN	ENSG00000206486.8
DHX16_HUMAN	ENSG00000233561.6
DHX16_HUMAN	ENSG00000226171.6
DHX16_HUMAN	ENSG00000233418.8
DHX16_HUMAN	ENSG00000233049.6
DHX16_HUMAN	ENSG00000231377.6
CALU_HUMAN	ENSG00000128595.17
B5MDF5_HUMAN	ENSG00000132341.12
A0A0J9YXC7_HUMAN	ENSG00000256977.13
A0A0J9YXC7_HUMAN	ENSG00000256671.7
F8WE42_HUMAN	ENSG00000198000.12
F8WE42_HUMAN	ENSG00000291347.1
MA7D3_HUMAN	ENSG00000129680.16
MAGD2_HUMAN	ENSG00000102316.17
S1PR1_HUMAN	ENSG00000170989.10
A0A7I2V380_HUMAN	ENSG00000126561.18
COMD8_HUMAN	ENSG00000169019.11
A0A7P0T824_HUMAN	ENSG00000100749.9
YBOX1_HUMAN	ENSG00000065978.19
RM48_HUMAN	ENSG00000175581.14
UT14A_HUMAN	ENSG00000156697.13
ELL2_HUMAN	ENSG00000118985.16
C1TC_HUMAN	ENSG00000100714.18
A0A2R8Y855_HUMAN	ENSG00000073584.20
A0A804HIR9_HUMAN	ENSG00000005810.20
TFPI1_HUMAN	ENSG00000003436.16
PXK_HUMAN	ENSG00000168297.16
AGM1_HUMAN	ENSG00000013375.17
PGTB1_HUMAN	ENSG00000164219.10
SAFB2_HUMAN	ENSG00000130254.12
TYB4_HUMAN	ENSG00000205542.11
G5E9C2_HUMAN	ENSG00000104825.17
G5E9C2_HUMAN	ENSG00000282905.2
A0A3B3IT54_HUMAN	ENSG00000182307.14
A0A3B3IT54_HUMAN	ENSG00000291362.1
HPCL1_HUMAN	ENSG00000115756.13
RM34_HUMAN	ENSG00000130312.7
QCR9_HUMAN	ENSG00000184076.13
A0A7P0N5L0_HUMAN	ENSG00000104679.12
LAMC1_HUMAN	ENSG00000135862.6
E9PS30_HUMAN	ENSG00000175376.9
RCAF1_HUMAN	ENSG00000101084.19
WASL_HUMAN	ENSG00000106299.8
ANKY2_HUMAN	ENSG00000106524.9
MTA1_HUMAN	ENSG00000182979.18
B9ZVT1_HUMAN	ENSG00000183808
OCTC_HUMAN	ENSG00000005469.12
PLCG1_HUMAN	ENSG00000124181.15
ENDD1_HUMAN	ENSG00000149218.5
SMD2_HUMAN	ENSG00000125743.11
F8VX73_HUMAN	ENSG00000139644.13
I3NI23_HUMAN	ENSG00000011638.11
A0A7P0T8N6_HUMAN	ENSG00000147852.17
PP2AB_HUMAN	ENSG00000104695.13
ASPP2_HUMAN	ENSG00000143514.18
A0A2R8Y653_HUMAN	ENSG00000143179.16
A0A6I8PRS5_HUMAN	ENSG00000152133.17
ELP1_HUMAN	ENSG00000070061.16
F8W0P7_HUMAN	ENSG00000110955.9
PTPRE_HUMAN	ENSG00000132334.17
PPGB_HUMAN	ENSG00000064601.21
ACSL4_HUMAN	ENSG00000068366.21
DHRS1_HUMAN	ENSG00000157379.14
DHRS1_HUMAN	ENSG00000284868.2
Q5T985_HUMAN	ENSG00000151655.19
RAB3D_HUMAN	ENSG00000105514.8
CLUS_HUMAN	ENSG00000120885.22
S4R393_HUMAN	ENSG00000214655.11
SHPS1_HUMAN	ENSG00000198053.12
RL29_HUMAN	ENSG00000162244.12
SPT20_HUMAN	ENSG00000006282.22
DHB12_HUMAN	ENSG00000149084.13
PGP_HUMAN	ENSG00000184207.9
H3BSW6_HUMAN	ENSG00000174177.13
LS14A_HUMAN	ENSG00000257103.9
LS14A_HUMAN	ENSG00000262860.5
A0A7P0T808_HUMAN	ENSG00000186111.11
LDHB_HUMAN	ENSG00000111716.14
PPIL1_HUMAN	ENSG00000137168.8
E7ENZ2_HUMAN	ENSG00000137478.15
SEH1_HUMAN	ENSG00000085415.16
ZFPL1_HUMAN	ENSG00000162300.13
J3KTK8_HUMAN	ENSG00000129255.16
S39A7_HUMAN	ENSG00000112473.19
S39A7_HUMAN	ENSG00000206288.13
S39A7_HUMAN	ENSG00000229802.11
S39A7_HUMAN	ENSG00000226614.11
S39A7_HUMAN	ENSG00000224399.11
S39A7_HUMAN	ENSG00000227402.11
LOXL2_HUMAN	ENSG00000134013.16
A0A286YEX4_HUMAN	ENSG00000141905.19
E41L3_HUMAN	ENSG00000082397.18
E7ESA6_HUMAN	ENSG00000169398.20
BIP_HUMAN	ENSG00000044574.9
PHAX_HUMAN	ENSG00000164902.14
A0A7P0TAS2_HUMAN	ENSG00000107863.20
KLH42_HUMAN	ENSG00000087448.11
DERL2_HUMAN	ENSG00000072849.11
NCK1_HUMAN	ENSG00000158092.7
RBM5_HUMAN	ENSG00000003756.17
CYFP1_HUMAN	ENSG00000273749.5
CYFP1_HUMAN	ENSG00000288461.1
ETHE1_HUMAN	ENSG00000105755.8
GNA14_HUMAN	ENSG00000156049.7
PARVB_HUMAN	ENSG00000188677.15
A6NKZ2_HUMAN	ENSG00000102032.13
FNTB_HUMAN	ENSG00000257365.8
ANM5_HUMAN	ENSG00000100462.16
TBCC_HUMAN	ENSG00000124659.7
RS16_HUMAN	ENSG00000105193.9
CLIP2_HUMAN	ENSG00000106665.16
TIAR_HUMAN	ENSG00000151923.18
D6REB0_HUMAN	ENSG00000136436.15
LTOR5_HUMAN	ENSG00000134248.14
PDIA3_HUMAN	ENSG00000167004.14
BCR_HUMAN	ENSG00000186716.21
DD19B_HUMAN	ENSG00000157349.17
A0A7P0T8Y4_HUMAN	ENSG00000253710.5
Q5SZW8_HUMAN	ENSG00000163468.15
ARPC4_HUMAN	ENSG00000241553.13
NCLN_HUMAN	ENSG00000125912.11
RTCB_HUMAN	ENSG00000100220.12
A0A0G2JN29_HUMAN	ENSG00000274779.4
DDX42_HUMAN	ENSG00000198231.14
FARP1_HUMAN	ENSG00000152767.17
BLVRB_HUMAN	ENSG00000090013.11
BTAF1_HUMAN	ENSG00000095564.15
VINC_HUMAN	ENSG00000035403.18
A0A7I2V5Q5_HUMAN	ENSG00000138398.17
Q5JRG1_HUMAN	ENSG00000139496.18
H3BRL3_HUMAN	ENSG00000103353.16
B4DRN8_HUMAN	ENSG00000180776.17
NSRP1_HUMAN	ENSG00000126653.18
K1671_HUMAN	ENSG00000197077.14
LSM4_HUMAN	ENSG00000130520.11
K2C1_HUMAN	ENSG00000167768.4
H3BR68_HUMAN	ENSG00000149925.22
ASPM_HUMAN	ENSG00000066279.19
SNX5_HUMAN	ENSG00000089006.17
SMAD4_HUMAN	ENSG00000141646.17
Q8IXA3_HUMAN	ENSG00000169118.18
AL7A1_HUMAN	ENSG00000164904.18
DDX52_HUMAN	ENSG00000277594.2
DDX52_HUMAN	ENSG00000278053.5
ATLA3_HUMAN	ENSG00000184743.13
VAV2_HUMAN	ENSG00000160293.17
S39A1_HUMAN	ENSG00000143570.19
OGT1_HUMAN	ENSG00000147162.15
CNOT4_HUMAN	ENSG00000080802.21
CTHR1_HUMAN	ENSG00000164932.13
MCAT_HUMAN	ENSG00000178537.10
PP1A_HUMAN	ENSG00000172531.16
IRGQ_HUMAN	ENSG00000167378.10
A0A7I2V5I2_HUMAN	ENSG00000092108.22
RHG29_HUMAN	ENSG00000137962.13
E9PEB5_HUMAN	ENSG00000162613.18
VTI1A_HUMAN	ENSG00000151532.15
DCTN3_HUMAN	ENSG00000137100.16
E5RJ29_HUMAN	ENSG00000156011.19
A0A7I2V2U6_HUMAN	ENSG00000065911.13
RT18B_HUMAN	ENSG00000204568.12
RT18B_HUMAN	ENSG00000203624.10
RT18B_HUMAN	ENSG00000223775.8
RT18B_HUMAN	ENSG00000229861.8
RT18B_HUMAN	ENSG00000233813.8
RT18B_HUMAN	ENSG00000226111.8
RT18B_HUMAN	ENSG00000227420.8
PAPD1_HUMAN	ENSG00000107951.15
TCF25_HUMAN	ENSG00000141002.20
WDR46_HUMAN	ENSG00000227057.10
WDR46_HUMAN	ENSG00000206284.8
WDR46_HUMAN	ENSG00000236222.8
WDR46_HUMAN	ENSG00000204221.11
WDR46_HUMAN	ENSG00000226916.8
E7EX17_HUMAN	ENSG00000063046.18
HFM1_HUMAN	ENSG00000162669.16
SEN15_HUMAN	ENSG00000198860.14
A0A5H1ZRP4_HUMAN	ENSG00000188986
HPBP1_HUMAN	ENSG00000133265.11
J3KPT0_HUMAN	ENSG00000074603.19
PDCL3_HUMAN	ENSG00000115539.14
PLCC_HUMAN	ENSG00000160216.21
SPHK1_HUMAN	ENSG00000176170.14
UBP47_HUMAN	ENSG00000170242.19
FLOT1_HUMAN	ENSG00000137312.15
FLOT1_HUMAN	ENSG00000206379.12
FLOT1_HUMAN	ENSG00000206480.11
FLOT1_HUMAN	ENSG00000232280.9
FLOT1_HUMAN	ENSG00000230143.9
SAFB1_HUMAN	ENSG00000160633.13
K7EL20_HUMAN	ENSG00000130811.12
I3L4Q0_HUMAN	ENSG00000225663.8
I3L4Q0_HUMAN	ENSG00000288213.1
DC1L2_HUMAN	ENSG00000135720.13
YIPF4_HUMAN	ENSG00000119820.11
RN149_HUMAN	ENSG00000163162.9
A0A0C4DGH3_HUMAN	ENSG00000105245.9
A0A2R8Y4P4_HUMAN	ENSG00000127616.22
OGA_HUMAN	ENSG00000198408.14
H0YBD2_HUMAN	ENSG00000115944.15
A0A1W2PPG1_HUMAN	ENSG00000108433.17
ISG15_HUMAN	ENSG00000187608.10
A0A0A0MT72_HUMAN	ENSG00000136280.17
A0A7P0T9L9_HUMAN	ENSG00000124198.10
PHP14_HUMAN	ENSG00000054148.18
H0YC82_HUMAN	ENSG00000151914.22
HELZ_HUMAN	ENSG00000198265.12
B8ZZS0_HUMAN	ENSG00000177951.18
XPO1_HUMAN	ENSG00000082898.19
PMS2_HUMAN	ENSG00000122512.17
B7ZC38_HUMAN	ENSG00000148341.18
SH3K1_HUMAN	ENSG00000147010.19
NPM3_HUMAN	ENSG00000107833.11
WIPI3_HUMAN	ENSG00000141580.16
ACTN2_HUMAN	ENSG00000077522.15
DNMBP_HUMAN	ENSG00000107554.17
ZN638_HUMAN	ENSG00000075292.19
IMPCT_HUMAN	ENSG00000154059.11
CLPX_HUMAN	ENSG00000166855.9
ATPG_HUMAN	ENSG00000165629.20
A0A494C104_HUMAN	ENSG00000126883.19
TPC6B_HUMAN	ENSG00000182400.15
UBE2H_HUMAN	ENSG00000186591.13
MIC60_HUMAN	ENSG00000132305.22
ACATN_HUMAN	ENSG00000169359.16
VP26B_HUMAN	ENSG00000151502.11
SPTB2_HUMAN	ENSG00000115306.17
CAF17_HUMAN	ENSG00000181873.13
PTN11_HUMAN	ENSG00000179295.19
A0A7P0Z4P5_HUMAN	ENSG00000168003.19
LYRM2_HUMAN	ENSG00000083099.11
ACOX2_HUMAN	ENSG00000168306.13
A0A0G2JIW1_HUMAN	ENSG00000232804.5
A0A0G2JIW1_HUMAN	ENSG00000212866.6
A0A0G2JIW1_HUMAN	ENSG00000224501.5
H0YK61_HUMAN	ENSG00000128463.13
PUR2_HUMAN	ENSG00000159131.17
PUR2_HUMAN	ENSG00000262473.5
AP2M1_HUMAN	ENSG00000161203.14
CCN1_HUMAN	ENSG00000142871.18
ICT1_HUMAN	ENSG00000167862.10
A0A6Q8PH57_HUMAN	ENSG00000068796.19
MA2C1_HUMAN	ENSG00000140400.18
NAT14_HUMAN	ENSG00000090971.5
PRDX2_HUMAN	ENSG00000167815.12
MMP14_HUMAN	ENSG00000157227.14
GRAP_HUMAN	ENSG00000154016.14
LRC20_HUMAN	ENSG00000172731.15
PEX14_HUMAN	ENSG00000142655.13
CATS_HUMAN	ENSG00000163131.12
A0A0G2JPR0_HUMAN	ENSG00000244207.8
SLX9_HUMAN	ENSG00000160256.14
HCFC1_HUMAN	ENSG00000172534.14
A0A7P0T8L8_HUMAN	ENSG00000184014.9
NOTC2_HUMAN	ENSG00000134250.21
A0A1W2PPP6_HUMAN	ENSG00000109911.19
EIF3L_HUMAN	ENSG00000100129.18
IWS1_HUMAN	ENSG00000163166.15
H3BTC0_HUMAN	ENSG00000205937.12
TINAL_HUMAN	ENSG00000142910.16
D3YTA9_HUMAN	ENSG00000221823.11
TIM50_HUMAN	ENSG00000105197.11
E9PL71_HUMAN	ENSG00000104529
E9PL71_HUMAN	ENSG00000273594.4
A0A0D9SF44_HUMAN	ENSG00000104679
DNJA3_HUMAN	ENSG00000103423.14
DNJA3_HUMAN	ENSG00000276726.4
TM10C_HUMAN	ENSG00000174173.7
RNT2_HUMAN	ENSG00000026297.17
TI17A_HUMAN	ENSG00000134375.11
A0A7I2V597_HUMAN	ENSG00000171552.14
ALG8_HUMAN	ENSG00000159063.14
ITSN1_HUMAN	ENSG00000205726.15
XRN2_HUMAN	ENSG00000088930.8
PROF1_HUMAN	ENSG00000108518.8
GGACT_HUMAN	ENSG00000134864.11
ICMT_HUMAN	ENSG00000116237.16
VGFR3_HUMAN	ENSG00000037280.16
K7EL68_HUMAN	ENSG00000105401.9
RPC5_HUMAN	ENSG00000058600.16
RPC5_HUMAN	ENSG00000284282.3
INT3_HUMAN	ENSG00000143624.14
INT3_HUMAN	ENSG00000262826.5
MRPP3_HUMAN	ENSG00000100890.16
H7BYW5_HUMAN	ENSG00000188191.16
RUXF_HUMAN	ENSG00000139343.11
E9PMJ1_HUMAN	ENSG00000137502.10
PKN1_HUMAN	ENSG00000123143.13
KC1D_HUMAN	ENSG00000141551.15
TFIP8_HUMAN	ENSG00000145779.8
D6R9Q7_HUMAN	ENSG00000177058.12
J3QTA2_HUMAN	ENSG00000107262
A0A6Q8PFL5_HUMAN	ENSG00000148356.15
HNRLL_HUMAN	ENSG00000143889.16
IMA5_HUMAN	ENSG00000114030.13
PA2G4_HUMAN	ENSG00000170515.14
CEBPZ_HUMAN	ENSG00000115816.15
EIF3M_HUMAN	ENSG00000149100.13
BMS1_HUMAN	ENSG00000165733.8
TRABD_HUMAN	ENSG00000170638.10
NAGA_HUMAN	ENSG00000162066.16
RBM25_HUMAN	ENSG00000119707.14
SUFU_HUMAN	ENSG00000107882.12
PRDX1_HUMAN	ENSG00000117450.15
MCM3_HUMAN	ENSG00000112118.20
A0A087WTJ2_HUMAN	ENSG00000281887.3
Q9H1R6_HUMAN	ENSG00000171552
F8VQQ5_HUMAN	ENSG00000139644.13
A0A804HJ64_HUMAN	ENSG00000124356.17
CENPB_HUMAN	ENSG00000125817.8
HYEP_HUMAN	ENSG00000143819.13
E9PRT0_HUMAN	ENSG00000118096.10
PYRD1_HUMAN	ENSG00000121350.16
NU133_HUMAN	ENSG00000069248.12
SYAC_HUMAN	ENSG00000090861.17
GDIR2_HUMAN	ENSG00000111348.9
MP2K6_HUMAN	ENSG00000108984.16
A0A7P0Z4F3_HUMAN	ENSG00000003393.16
A0A2R8Y478_HUMAN	ENSG00000010278.15
EVA1B_HUMAN	ENSG00000142694.7
ZGRF1_HUMAN	ENSG00000138658.16
PPIB_HUMAN	ENSG00000166794.6
WDR5_HUMAN	ENSG00000196363.10
B8ZWD1_HUMAN	ENSG00000155368.18
CAV2_HUMAN	ENSG00000105971.15
SYRC_HUMAN	ENSG00000113643.9
AP4AT_HUMAN	ENSG00000167302.11
DNJB1_HUMAN	ENSG00000132002.9
EXOC5_HUMAN	ENSG00000070367.17
NPL4_HUMAN	ENSG00000182446.15
KTNB1_HUMAN	ENSG00000140854.13
RM40_HUMAN	ENSG00000185608.9
BOP1_HUMAN	ENSG00000261236.8
SPG21_HUMAN	ENSG00000090487.11
HS71L_HUMAN	ENSG00000204390.10
HS71L_HUMAN	ENSG00000206383.8
HS71L_HUMAN	ENSG00000234258.6
HS71L_HUMAN	ENSG00000236251.6
RIOX1_HUMAN	ENSG00000170468.8
A0A2R8Y5F1_HUMAN	ENSG00000103197.20
STA5A_HUMAN	ENSG00000126561.18
NHSL1_HUMAN	ENSG00000135540.12
PSA_HUMAN	ENSG00000141279.18
A0A2R8YE60_HUMAN	ENSG00000136104.22
NSUN2_HUMAN	ENSG00000037474.15
PDIP2_HUMAN	ENSG00000004142.12
MTA3_HUMAN	ENSG00000057935.14
CNOT3_HUMAN	ENSG00000088038.20
CNOT3_HUMAN	ENSG00000274941.4
CNOT3_HUMAN	ENSG00000275979.4
CNOT3_HUMAN	ENSG00000274176.4
CNOT3_HUMAN	ENSG00000277615.4
CNOT3_HUMAN	ENSG00000273943.4
CNOT3_HUMAN	ENSG00000274616.4
CNOT3_HUMAN	ENSG00000277600.4
CNOT3_HUMAN	ENSG00000277114.4
CNOT3_HUMAN	ENSG00000276082.4
MK_HUMAN	ENSG00000110492.17
PICAL_HUMAN	ENSG00000073921.18
AMOL2_HUMAN	ENSG00000114019.15
A0A1B0GVH5_HUMAN	ENSG00000140718.22
ERF3B_HUMAN	ENSG00000189369.9
I3L2N2_HUMAN	ENSG00000004975.12
2AAA_HUMAN	ENSG00000105568.19
TSN3_HUMAN	ENSG00000140391.15
ORML1_HUMAN	ENSG00000128699.14
TGT_HUMAN	ENSG00000213339.9
TBP_HUMAN	ENSG00000112592.15
ARF3_HUMAN	ENSG00000134287.10
DUS12_HUMAN	ENSG00000081721.12
CAVN2_HUMAN	ENSG00000168497.5
CLAP1_HUMAN	ENSG00000074054.21
RL3_HUMAN	ENSG00000100316.16
CAR16_HUMAN	ENSG00000204397.10
UBXN7_HUMAN	ENSG00000163960.12
MEP50_HUMAN	ENSG00000116455.14
NXP20_HUMAN	ENSG00000197712.12
R4GN69_HUMAN	ENSG00000120694.20
SMHD1_HUMAN	ENSG00000101596.17
