Uniprot ID	Uniprot gene ID	Gene name	Description	Color in plot	log2FC	Adjusted P value
Q8NFH3	NUP43_HUMAN	NUP43	Nucleoporin Nup43 	blue	-0.22428988969173602	0.03719278559973338
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase 	blue	-0.5970400562295666	0.005548952114819677
Q86T03	PP4P1_HUMAN	PIP4P1	Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase 	blue	-0.407149143039927	0.004841674222121979
Q9Y5S2	MRCKB_HUMAN	CDC42BPB	Serine/threonine-protein kinase MRCK beta 	blue	-0.3477912972200947	0.011060238684105477
Q9H7F0	AT133_HUMAN	ATP13A3	Polyamine-transporting ATPase 13A3 	red	0.24883731131388487	0.0024647876379092735
P04083	ANXA1_HUMAN	ANXA1	Annexin A1 	blue	-0.3435420873208024	0.0014307877526259203
P48509	CD151_HUMAN	CD151	CD151 antigen 	blue	-0.35314537842826965	0.015505812578590942
P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC 	blue	-0.9437533481353917	0.00017348529675878052
P61960	UFM1_HUMAN	UFM1	Ubiquitin-fold modifier 1 	blue	-0.46574572288903937	0.014537949531088196
Q8NB90	AFG2H_HUMAN	SPATA5	ATPase family protein 2 homolog 	blue	-0.6265831219570064	0.0018067241364989465
A0A3B3ITT1	A0A3B3ITT1_HUMAN	RAB12	Ras-related protein Rab-12 	blue	-0.21066659445090075	0.0029849020373422593
Q53FT3	HIKES_HUMAN	HIKESHI	Protein Hikeshi 	blue	-0.40284335389010906	0.00029371757632116536
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1 	blue	-0.4014339718214188	0.002678641708194316
Q8NBJ5	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1 	blue	-0.6235794479371375	0.0005503623856428569
C9JUM1	C9JUM1_HUMAN	ACTB	Actin, cytoplasmic 1 (Fragment) 	orange	0.1297044518904844	0.046755645939570635
Q9Y6A4	CFA20_HUMAN	CFAP20	Cilia- and flagella-associated protein 20 	blue	-0.3173923848641351	0.013814309947861753
Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog 	blue	-0.34049075662708717	0.008514034863373722
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3 	orange	0.1156464567850719	0.028993248700822826
H3BUH9	H3BUH9_HUMAN	GCSH	Glycine cleavage system H protein, mitochondrial (Fragment) 	blue	-0.8052609060788498	0.03158534579217302
Q15256	PTPRR_HUMAN	PTPRR	Receptor-type tyrosine-protein phosphatase R 	blue	-0.6664121604355788	0.04499041613045508
Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog 	green	-0.15751622574678414	0.04597790707730211
F5GXX5	F5GXX5_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 	blue	-0.588421895081261	0.001442787529986306
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1 	green	-0.17273700696266303	0.04776509281656855
Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1 	blue	-1.1497662061002316	0.007222170994892644
P04075	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A 	blue	-0.2587975377018914	0.027420374279405302
Q01804	OTUD4_HUMAN	OTUD4	OTU domain-containing protein 4 	green	-0.1503569455986451	0.03495894630567241
B4DJV2	B4DJV2_HUMAN	CS	Citrate synthase 	blue	-0.627258188931826	0.0009438421533838364
A0A7P0T855	A0A7P0T855_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3 	red	0.42796953958446515	0.005614720177390412
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1 	red	0.27771355117845253	0.013084270281671351
Q9NXD2	MTMRA_HUMAN	MTMR10	Myotubularin-related protein 10 	blue	-0.39837787348702847	0.007182087831118267
A0A6Q8PFR3	A0A6Q8PFR3_HUMAN	CAST	Calpain inhibitor (Fragment) 	red	1.0278166218487073	0.0033400045926634107
A0A0J9YXF2	A0A0J9YXF2_HUMAN	PON2	Paraoxonase 	red	0.5792340324880101	0.010540092378280219
Q96DV4	RM38_HUMAN	MRPL38	39S ribosomal protein L38, mitochondrial 	blue	-0.5588237582621858	0.030544208691382822
Q9ULV0	MYO5B_HUMAN	MYO5B	Unconventional myosin-Vb 	blue	-0.533627490092698	0.010498579165589201
Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase 	blue	-0.31635568060499786	0.021590813500313815
Q9BSY9	DESI2_HUMAN	DESI2	Deubiquitinase DESI2 	blue	-0.690046283341303	0.004054870141993868
Q99747	SNAG_HUMAN	NAPG	Gamma-soluble NSF attachment protein 	blue	-0.3915050361205079	0.027800478267115607
P05106	ITB3_HUMAN	ITGB3	Integrin beta-3 	blue	-0.44560560941032534	0.016861549897977574
G5EA30	G5EA30_HUMAN	CELF1	CUG triplet repeat, RNA binding protein 1, isoform CRA_c 	blue	-0.4309306845394154	0.025373037344885597
E9PKW1	E9PKW1_HUMAN	LTBP3	Latent-transforming growth factor beta-binding protein 3 (Fragment) 	blue	-0.5760110581940392	0.0180043556304642
H7C0J8	H7C0J8_HUMAN	LRCH3	DISP complex protein LRCH3 (Fragment) 	red	0.40710880825194096	0.01655019701633229
Q6NUM9	RETST_HUMAN	RETSAT	All-trans-retinol 13,14-reductase 	red	0.2074016576746267	0.01656552503796201
Q92522	H1X_HUMAN	H1-10	Histone H1.10 	blue	-0.3100003201742183	0.0060166649964835455
Q9BQ69	MACD1_HUMAN	MACROD1	ADP-ribose glycohydrolase MACROD1 	blue	-0.319027100227256	0.014818429899722615
Q5TG12	Q5TG12_HUMAN	PTPRK	Protein-tyrosine-phosphatase 	blue	-0.5513940397934611	0.007099659506782174
P62910	RL32_HUMAN	RPL32	60S ribosomal protein L32 	green	-0.19298096897379757	0.006868804387876879
Q9Y5J7	TIM9_HUMAN	TIMM9	Mitochondrial import inner membrane translocase subunit Tim9 	blue	-0.29222325880240874	0.0001300759313542005
H0Y626	H0Y626_HUMAN	NA	B box-type domain-containing protein 	blue	-0.2862834930571534	0.0009170458622964305
Q86SX6	GLRX5_HUMAN	GLRX5	Glutaredoxin-related protein 5, mitochondrial 	blue	-0.6007507270085206	0.011573625694553736
P63096	GNAI1_HUMAN	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1 	red	0.34809181279462287	0.0017120882805314755
A0A6Q8PHH5	A0A6Q8PHH5_HUMAN	FIG4	Polyphosphoinositide phosphatase 	blue	-0.3593763279883113	0.013073351343857715
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein 	blue	-0.41845194601206614	0.00024263184017477986
P23528	COF1_HUMAN	CFL1	Cofilin-1 	blue	-0.2796707252943911	0.00974504350739437
P51606	RENBP_HUMAN	RENBP	N-acylglucosamine 2-epimerase 	blue	-0.6512670205817308	0.003789215066557708
P42574	CASP3_HUMAN	CASP3	Caspase-3 	blue	-0.5303849014981434	0.007591318583628673
P17813	EGLN_HUMAN	ENG	Endoglin 	green	-0.18101380103811593	0.022097710636797486
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3 	blue	-0.4772036171868681	0.011546640794653193
A0A2R8YFH5	A0A2R8YFH5_HUMAN	SEC23B	Protein transport protein SEC23 	red	0.4450578190205121	0.0004630310556839059
O14795	UN13B_HUMAN	UNC13B	Protein unc-13 homolog B 	red	0.4816780483865166	0.029542188579186168
P61224	RAP1B_HUMAN	RAP1B	Ras-related protein Rap-1b 	blue	-2.020737361400183	0.0010692194532202126
P63244	RACK1_HUMAN	RACK1	Receptor of activated protein C kinase 1 	blue	-1.0817998055844527	0.000679146230125137
Q96EP5	DAZP1_HUMAN	DAZAP1	DAZ-associated protein 1 	blue	-0.2887756414601874	0.027735497905707226
E7ET48	E7ET48_HUMAN	CRYBG2	Beta/gamma crystallin domain-containing protein 2 	blue	-1.1609893944852683	0.011469355858219649
H3BTL1	H3BTL1_HUMAN	MAP1LC3B	Microtubule-associated protein 1 light chain 3 beta, isoform CRA_f 	blue	-0.6334433880102992	0.019982967984686153
Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase 	blue	-0.28140198891472323	0.004125053968296024
P53999	TCP4_HUMAN	SUB1	Activated RNA polymerase II transcriptional coactivator p15 	blue	-0.4235210633552686	0.0010204001699539514
P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1 	blue	-0.2236963080877743	0.046486072564475345
Q15629	TRAM1_HUMAN	TRAM1	Translocating chain-associated membrane protein 1 	blue	-0.5124254769721475	0.009442287459754917
A0A0R4J2F3	A0A0R4J2F3_HUMAN	POLR1D	DNA-directed RNA polymerase I subunit D 	red	0.2642446550315878	0.007695877936858612
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3 	blue	-0.9578277976233736	7.002074724361401e-05
Q8TDM6	DLG5_HUMAN	DLG5	Disks large homolog 5 	blue	-0.6481633568532601	0.045162005688074706
K7ELQ9	K7ELQ9_HUMAN	TMEM205	Transmembrane protein 205 (Fragment) 	blue	-0.9241854623954904	0.0017568715290130726
Q9H0J9	PAR12_HUMAN	PARP12	Protein mono-ADP-ribosyltransferase PARP12 	red	0.5622171826633195	0.047942054858732916
Q9Y2S2	CRYL1_HUMAN	CRYL1	Lambda-crystallin homolog 	blue	-0.555736860456161	0.0008886116665287435
J3KP39	J3KP39_HUMAN	FAM118B	Protein FAM118B 	blue	-0.33974896662913245	0.037353115133177905
Q8WWP7	GIMA1_HUMAN	GIMAP1	GTPase IMAP family member 1 	blue	-0.2665343109026814	0.015190489334771512
A0A1X7SBZ2	A0A1X7SBZ2_HUMAN	DDX17	RNA helicase 	blue	-0.2421514429043672	0.0012054583963862352
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta 	blue	-0.6230278060452434	0.025657188498880136
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214 	blue	-0.26228079107748314	0.03194459022261715
Q9BQS8	FYCO1_HUMAN	FYCO1	FYVE and coiled-coil domain-containing protein 1 	red	0.7333669689431979	0.001525494320886317
E9PSB9	E9PSB9_HUMAN	IFT46	Intraflagellar transport protein 46 homolog (Fragment) 	red	1.2822393093924038	0.0021646022948588793
P06730	IF4E_HUMAN	EIF4E	Eukaryotic translation initiation factor 4E 	blue	-0.30579810599957113	0.0031276333747381076
Q8NHV1	GIMA7_HUMAN	GIMAP7	GTPase IMAP family member 7 	blue	-0.5612094995086245	0.004648854155029182
P02749	APOH_HUMAN	APOH	Beta-2-glycoprotein 1 	red	0.4768846512139753	0.042167585441813926
P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A 	blue	-0.25494876460931515	0.014038830767215951
Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit 	blue	-0.3333511586599176	0.015318887885146097
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial 	blue	-0.34529938482912925	0.01469786966803695
Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11 	blue	-0.2969596915557666	0.00012387394590103275
P51148	RAB5C_HUMAN	RAB5C	Ras-related protein Rab-5C 	blue	-0.2793781068770471	0.0009376922668429847
P01111	RASN_HUMAN	NRAS	GTPase NRas 	blue	-1.068431830637813	0.005609436729772009
Q969M3	YIPF5_HUMAN	YIPF5	Protein YIPF5 	blue	-0.5044971015410109	0.0020167398170792333
P05423	RPC4_HUMAN	POLR3D	DNA-directed RNA polymerase III subunit RPC4 	red	0.2474432094531167	0.030242456764967434
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3 	blue	-0.4880830583672804	0.0005422909830946049
P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit 	blue	-0.29372869412257074	0.004163055140231442
Q96EM0	T3HPD_HUMAN	L3HYPDH	Trans-3-hydroxy-L-proline dehydratase 	red	0.44558632897447836	0.01205760700771757
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic 	blue	-0.3040542035164364	0.011002668350588642
Q9UIC8	LCMT1_HUMAN	LCMT1	Leucine carboxyl methyltransferase 1 	blue	-0.43092946461187864	0.0015058620728368771
O75843	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2 	blue	-0.37284527862891714	0.01774131546953868
Q9HCE7	SMUF1_HUMAN	SMURF1	E3 ubiquitin-protein ligase SMURF1 	blue	-1.463660828394902	0.010111803379811605
P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn] 	blue	-0.2658912279820811	0.006457267286989786
A0A3B3ISK2	A0A3B3ISK2_HUMAN	KDM5B	Lysine-specific demethylase 5B 	red	0.8231455845883957	4.414152335159815e-05
A0A087X1N8	A0A087X1N8_HUMAN	SERPINB6	Serpin B6 	blue	-0.23476436285029223	0.0044681180561693765
C9JA28	C9JA28_HUMAN	SSR3	Signal sequence receptor subunit gamma 	blue	-0.6818060412498852	0.005813995027844546
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1 	green	-0.2009947904396192	0.01888551952797091
P53007	TXTP_HUMAN	SLC25A1	Tricarboxylate transport protein, mitochondrial 	green	-0.19231232510326812	0.008176877711308192
A0A0C4DGV4	A0A0C4DGV4_HUMAN	LAMTOR5	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5 	blue	-0.6602728564486924	0.0004640562774133846
P29590	PML_HUMAN	PML	Protein PML 	blue	-0.5453767714848361	0.000658002449022945
Q8TBQ9	KISHA_HUMAN	TMEM167A	Protein kish-A 	blue	-0.6506607892630356	0.0008411493310024375
Q8NBN3	TM87A_HUMAN	TMEM87A	Transmembrane protein 87A 	blue	-0.27116364509411284	0.04123815548388455
P05455	LA_HUMAN	SSB	Lupus La protein 	blue	-0.4487211294292557	0.03373971932896885
Q13405	RM49_HUMAN	MRPL49	39S ribosomal protein L49, mitochondrial 	blue	-0.5527419019967432	2.113075146844367e-05
Q86TI2	DPP9_HUMAN	DPP9	Dipeptidyl peptidase 9 	blue	-0.20618074521272511	0.045682951802505777
P55060	XPO2_HUMAN	CSE1L	Exportin-2 	blue	-0.3548746433981087	2.2321056582420883e-05
P00367	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial 	blue	-0.3570077779915799	0.00044137111095574814
M0R0I5	M0R0I5_HUMAN	KHSRP	Far upstream element-binding protein 2 (Fragment) 	red	0.6175697712187915	0.0421493215896455
P84103	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3 	blue	-0.22472252697201256	0.0017552750848246364
Q14241	ELOA1_HUMAN	ELOA	Elongin-A 	red	0.8729860462510644	0.007615386934408756
P01024	CO3_HUMAN	C3	Complement C3 	blue	-0.3053981070375933	0.01888551952797091
Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 	blue	-0.2635720833887589	0.005046792043638073
K7EPR5	K7EPR5_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment) 	red	0.4898623668429245	0.04607979316269488
Q9Y243	AKT3_HUMAN	AKT3	RAC-gamma serine/threonine-protein kinase 	blue	-0.28109359526129474	0.006935940487799008
F5H0U5	F5H0U5_HUMAN	GLTP	Glycolipid transfer protein 	orange	0.16868005266941744	0.033934533800307594
Q99797	MIPEP_HUMAN	MIPEP	Mitochondrial intermediate peptidase 	blue	-0.9029389895993418	0.00321305789762629
Q9NPF5	DMAP1_HUMAN	DMAP1	DNA methyltransferase 1-associated protein 1 	blue	-0.2764742345271003	0.032931312655833996
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1 	blue	-0.41216077130184736	0.04429176071224544
P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich 	blue	-0.3368251692530464	0.013814309947861753
C9JQD4	C9JQD4_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase 	blue	-0.42942728196862845	0.0034952269441109666
Q9UNK0	STX8_HUMAN	STX8	Syntaxin-8 	blue	-0.6930134859432311	0.006695460139840881
Q9NVN3	RIC8B_HUMAN	RIC8B	Synembryn-B 	red	1.3119947398692702	0.008485913602745625
O95248	MTMR5_HUMAN	SBF1	Myotubularin-related protein 5 	red	0.3832548623193297	0.013720709581050016
Q92896	GSLG1_HUMAN	GLG1	Golgi apparatus protein 1 	blue	-0.22868169244923386	0.007591318583628673
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1 	blue	-0.4077074324883512	0.03385538754229954
Q8N5K1	CISD2_HUMAN	CISD2	CDGSH iron-sulfur domain-containing protein 2 	green	-0.18273858759170913	0.014484854803309136
Q9H792	PEAK1_HUMAN	PEAK1	Inactive tyrosine-protein kinase PEAK1 	blue	-0.6709580969239237	2.3048625182825956e-05
Q96B36	AKTS1_HUMAN	AKT1S1	Proline-rich AKT1 substrate 1 	blue	-0.2606958119324201	0.03184473479782762
Q96A73	P33MX_HUMAN	KIAA1191	Putative monooxygenase p33MONOX 	blue	-0.5189336328560454	0.023461917652688877
Q53EL6	PDCD4_HUMAN	PDCD4	Programmed cell death protein 4 	blue	-0.4734645640743551	0.001368040353360929
P67809	YBOX1_HUMAN	YBX1	Y-box-binding protein 1 	green	-0.16330887093144497	0.02227963753571249
P10646	TFPI1_HUMAN	TFPI	Tissue factor pathway inhibitor 	red	0.3205928182715372	0.028423769428400136
Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2 	red	0.4700884333332276	0.01541673816210421
P62328	TYB4_HUMAN	TMSB4X	Thymosin beta-4 	blue	-0.321258018487125	0.034246716858800104
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1 	blue	-0.29230401926342964	0.0060166649964835455
Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9 	blue	-0.2673593237238929	0.003752951197541107
Q8IV38	ANKY2_HUMAN	ANKMY2	Ankyrin repeat and MYND domain-containing protein 2 	blue	-0.3642848161236696	0.02258287203341558
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein 	blue	-0.5299916418638677	0.006348222860495113
P62316	SMD2_HUMAN	SNRPD2	Small nuclear ribonucleoprotein Sm D2 	blue	-0.22157630477494905	0.022822169203510406
P62714	PP2AB_HUMAN	PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform 	blue	-0.6481705141848604	0.005970678389286194
Q13625	ASPP2_HUMAN	TP53BP2	Apoptosis-stimulating of p53 protein 2 	blue	-0.44531479493585735	0.00213970246621534
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase 	blue	-0.23135282965339066	0.0057865623139803325
Q8ND56	LS14A_HUMAN	LSM14A	Protein LSM14 homolog A 	blue	-0.8964217857329917	0.04463540821475917
Q9Y2J2	E41L3_HUMAN	EPB41L3	Band 4.1-like protein 3 	blue	-0.5796947610872518	0.03722874562269674
P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP 	blue	-0.24463176387343566	0.020082301005613108
Q9GZP9	DERL2_HUMAN	DERL2	Derlin-2 	blue	-0.7654520341511848	0.00987940670946198
O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial 	blue	-0.2859089299593478	0.0017724322723337758
O95837	GNA14_HUMAN	GNA14	Guanine nucleotide-binding protein subunit alpha-14 	red	0.34516278162313796	0.021727194251024887
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5 	blue	-0.4993751492292091	0.005813995027844546
Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR 	blue	-0.3097866199678698	0.046757093605425376
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3 	green	-0.1918516642914554	0.015642508795147246
P11274	BCR_HUMAN	BCR	Breakpoint cluster region protein 	red	1.8879595580868411	0.0069999248525039045
Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42 	blue	-0.5401913070415745	0.011231667259375865
M0QZI3	M0QZI3_HUMAN	FCHO1	F-BAR domain only protein 1 	red	0.6854679062035611	0.013456446243596747
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH) 	blue	-0.4386358154840533	0.008176877711308192
P18206	VINC_HUMAN	VCL	Vinculin 	blue	-0.29641784578168995	0.039062240939264324
H3BRL3	H3BRL3_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1 	blue	-0.4246336974191536	0.006575407966166196
Q9BY89	K1671_HUMAN	KIAA1671	Uncharacterized protein KIAA1671 	blue	-0.31143463050904785	0.047899803839604224
P49419	AL7A1_HUMAN	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase 	blue	-0.4960740657690703	0.0009173403426034182
Q9Y2R4	DDX52_HUMAN	DDX52	Probable ATP-dependent RNA helicase DDX52 	blue	-0.7182074685053319	0.00023718074375847072
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3 	blue	-0.8529396513462526	0.013355325879531478
Q9NY26	S39A1_HUMAN	SLC39A1	Zinc transporter ZIP1 	red	0.2556645371481405	0.02311996720185922
Q8WZA9	IRGQ_HUMAN	IRGQ	Immunity-related GTPase family Q protein 	blue	-0.46822158192142815	0.027493640724446797
E9PEB5	E9PEB5_HUMAN	FUBP1	Far upstream element-binding protein 1 	blue	-0.20300372626759966	0.026958179984250045
Q96AJ9	VTI1A_HUMAN	VTI1A	Vesicle transport through interaction with t-SNAREs homolog 1A 	blue	-0.600859715619265	0.00017348529675878052
A2PYH4	HFM1_HUMAN	HFM1	Probable ATP-dependent DNA helicase HFM1 	red	0.9469136654661767	0.009431556384852055
A0A5H1ZRP4	A0A5H1ZRP4_HUMAN	NELFB	Negative elongation factor B 	blue	-0.28832745617489053	0.013596434121920397
A0A087WUB9	A0A087WUB9_HUMAN	CTNNBL1	Beta-catenin-like protein 1 	blue	-0.5231046064756111	0.0490172613760182
Q9NRZ7	PLCC_HUMAN	AGPAT3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma 	blue	-0.33460299700173124	0.0251678472108988
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2 	red	0.26827962280406226	0.01930747659052454
P05161	ISG15_HUMAN	ISG15	Ubiquitin-like protein ISG15 	blue	-0.32400045349590734	0.0003378104827273347
Q96B97	SH3K1_HUMAN	SH3KBP1	SH3 domain-containing kinase-binding protein 1 	blue	-0.7386250516779924	0.02179257907220347
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial 	blue	-0.38973286057022705	0.0002633662797802484
Q5T440	CAF17_HUMAN	IBA57	Putative transferase CAF17, mitochondrial 	blue	-0.3981727995957449	0.006356634877020895
Q9NU23	LYRM2_HUMAN	LYRM2	LYR motif-containing protein 2 	red	1.541964216296991	0.0015228106177431157
Q99424	ACOX2_HUMAN	ACOX2	Peroxisomal acyl-coenzyme A oxidase 2 	blue	-0.39133926533572705	0.037427596816110235
Q14197	ICT1_HUMAN	MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial 	red	0.25891774957685776	0.03277612249476036
P50281	MMP14_HUMAN	MMP14	Matrix metalloproteinase-14 	blue	-0.6909947534534293	0.00019082136814644853
Q3ZCQ8	TIM50_HUMAN	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50 	blue	-0.2568824803091445	0.04313858592415917
Q96EY1	DNJA3_HUMAN	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial 	blue	-0.49331566713289554	0.023461917652688877
Q99595	TI17A_HUMAN	TIMM17A	Mitochondrial import inner membrane translocase subunit Tim17-A 	red	0.8349947390154764	0.01930747659052454
P07737	PROF1_HUMAN	PFN1	Profilin-1 	blue	-0.5241953212786576	0.00017348529675878052
Q9NVU0	RPC5_HUMAN	POLR3E	DNA-directed RNA polymerase III subunit RPC5 	red	0.596605256436451	0.02948312887821513
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit 	blue	-0.38691253925560254	0.00021465323217572028
Q16512	PKN1_HUMAN	PKN1	Serine/threonine-protein kinase N1 	blue	-0.5194697107277069	0.0014307877526259203
J3QTA2	J3QTA2_HUMAN	BAG1	BAG family molecular chaperone regulator 1 	red	0.6925236395004397	0.02205001673399687
P52294	IMA5_HUMAN	KPNA1	Importin subunit alpha-5 	blue	-0.45277400761844966	0.001523203218246311
Q9UQ80	PA2G4_HUMAN	PA2G4	Proliferation-associated protein 2G4 	blue	-0.2797693718436314	0.016545254579568874
P52566	GDIR2_HUMAN	ARHGDIB	Rho GDP-dissociation inhibitor 2 	blue	-1.0765198800921656	0.01743870155466107
Q9NVM1	EVA1B_HUMAN	EVA1B	Protein eva-1 homolog B 	blue	-0.391114041661325	0.00627951102578749
P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B 	green	-0.19043760563578616	0.04756207299891141
P54136	SYRC_HUMAN	RARS1	Arginine--tRNA ligase, cytoplasmic 	blue	-0.20992827646799128	0.00797894357869027
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2 	blue	-0.9011163843446752	0.03021957258644249
